folder,source_folder,id,display_name,source_name,description,type,domain,units
Medical History,v1_main,stridor_mom_v1,"Since birth, has the baby had stridor",Stridor,,choices,stridor_mom_v1_,
Lifestyle and Behavioural Health,v1_main,swaddle_mom_v1,Frequency of wrapping or swaddling baby in a blanket or in a special sleep suit or sleep sack,How often do you wrap or swaddle your baby in a blanket or in a special sleep suit or sleep sack?,,choices,swaddle_mom_v1_,
Lifestyle and Behavioural Health,v1_main,sweets_mom_v1,"Average frequency of eating doughnuts, sweet rolls, Danish, muffins, pan dulce, poptarts, cookies, brownies, pies, or cake in the past 4 weeks (excluding sugar-free items) - Mother","In the past 4 weeks, on average, how often did you eat doughnuts, sweet rolls, Danish, muffins, pan dulce, poptarts, cookies, brownies, pies, or cake? Do not include sugar-free items.",,choices,sweets_mom_v1_,
Sleep Questionnaires/Sleep Habits,v1_main,takebabybed_mom_v1,Frequency of taking baby into mothers bed because he/she is upset and will not sleep,How often do you end up taking your baby into your bed because he/she is upset and will not sleep?,,choices,takebabybed_mom_v1_,
Sleep Questionnaires/Sleep Disturbance,v1_main,timeswakenght_mom_v1,Typical number of time baby wakes during the night - Mother,How many times does your baby typically wake during the night?,,numeric,,
Sleep Questionnaires/Sleep Habits,v1_main,tvbabyslp_mom_v1,Television in the room where your baby sleeps,Is there a television in the room where your baby sleeps?,,choices,tvbabyslp_mom_v1_,
Lifestyle and Behavioural Health,v1_main,v1sagestopbf_week,"If No, age of baby when stopped breastfeeding","If No, how old was your baby when you stopped breastfeeding? (age in weeks)",,text,,weeks
Lifestyle and Behavioural Health,v1_main,v1sbreastfd,Baby breastfed since birth,"Since your baby was born, has your baby been breast fed?",,choices,v1sbreastfd_,
Lifestyle and Behavioural Health,v1_main,v1sbrstbttle,"Baby fed breast milk by breast only, bottle only, or both","Do you feed your baby breast milk by breast only, bottle only, or both?",,choices,v1sbrstbttle_,
Lifestyle and Behavioural Health,v1_main,v1sdrnkall,Encouragement frequency for baby to finish a bottle if he or she stops drinking before the formula or breastmilk is gone,How often is your baby encouraged to finish a bottle if he or she stops drinking before the formula or breastmilk is gone?,,choices,v1sdrnkall_,
Lifestyle and Behavioural Health,v1_main,v1sdrnkbottle,Frequency of baby drinking all of his or her bottle of formula or breastmilk,How often does your baby drink all of his or her bottle of formula or breastmilk?,,choices,v1sdrnkbottle_,
Lifestyle and Behavioural Health,v1_main,v1sformstart_day,Age baby started infant formula,How old was your baby when you started feeding him/her infant formula? (age in days),,numeric,,days
Lifestyle and Behavioural Health,v1_main,v1sformula,Feeding baby infant formula since last interaction,"Since we last spoke with you, have you fed your baby any infant formula?",,choices,v1sformula_,
Lifestyle and Behavioural Health,v1_main,v1sformulatype,Type of formula baby is fed,What type of formula do you feed your baby?,,choices,v1sformulatype_,
Lifestyle and Behavioural Health,v1_main,v1sfruitjcesoda,"Ounces of 100% fruit juice, fruit drinks, soda, sweet tea baby drank in an average day (24-hour period) since birth","Since birth, how many ounces of 100% fruit juice, fruit drinks, soda, sweet tea did your baby drink in an average day (24-hour period)?",,choices,v1sfruitjcesoda_,
Lifestyle and Behavioural Health,v1_main,v1snewdrinkage_day,"Age baby first given anything to drink besides breast milk or formula - such as 100% fruit juice, fruit drinks, soda, sweet tea","How old was your baby when you first gave him/her anything to drink besides breast milk or formula - such as 100% fruit juice, fruit drinks, soda, sweet tea? (age in days)",,numeric,,days
Lifestyle and Behavioural Health,v1_main,v1sotherliquids,Liquids other than breastmilk or formula given to your baby since birth,"Since birth, have you given your baby liquids other than breastmilk or formula to drink?",,choices,v1sotherliquids_,
Lifestyle and Behavioural Health,v1_main,v1souncesinbottle,Average ounces in each bottle,"On average, how many ounces does each bottle contain?",,choices,v1souncesinbottle_,
Lifestyle and Behavioural Health,v1_main,v1ssolidfood,Food other than breastmilk or formula fed to baby since birth,"Since birth, have you fed your baby any food other than breastmilk or formula?",,choices,v1ssolidfood_,
Lifestyle and Behavioural Health,v1_main,v1ssolidfoodage_day,"Age baby first fed any solid food, such as baby cereal, fruits, vegetables, yogurt, or anything besides breast milk or formula","How old was your baby when you first fed him/her any solid food - such as baby cereal, fruits, vegetables, yogurt - or anything besides breast milk or formula? (age in days)",,numeric,,days
Lifestyle and Behavioural Health,v1_main,v1sstillbrstfd,Baby still being breastfed,Is your baby still being breastfed?,,choices,v1sstillbrstfd_,
Lifestyle and Behavioural Health,v1_main,v1swaterdrnk,"Past month, ounces of water baby drank in an average day (24-hour period)","In the past month, how many ounces of water did your baby drink in an average day (24-hour period)?",,choices,v1swaterdrnk_,
Lifestyle and Behavioural Health,v1_main,veg_mom_v1,"Average frequency of eating vegetables (raw, cooked, canned, or frozen) in the past 4 weeks (e.g., green beans, carrots, corn, cabbage, broccoli) - Mother","In the past 4 weeks, on average, how often did you eat vegetables (raw, cooked, canned, or frozen)? Examples: green beans, carrots, corn, cabbage, broccoli",,choices,veg_mom_v1_,
Lifestyle and Behavioural Health,v1_main,vigoractiv_mom_v1,"Average hours per week spent engaged in vigorous recreational activities or sports such as jogging, swimming, cycling, aerobic dance, skiing, or other similar activities, in the 12 months before this pregnancy","During the 12 months before this pregnancy, on average, how many hours per week did you spend engaged in vigorous recreational activities or sports such as jogging, swimming, cycling, aerobic dance, skiing, or other similar activities?",,numeric,,hours
Lifestyle and Behavioural Health,v1_main,vitdage_v1_day,Age baby first gaven vitamin D drops,How old was your baby when you first gave him/her vitamin D drops? (age in days),,numeric,,days
Lifestyle and Behavioural Health,v1_main,vitdyn_v1,Baby ever given vitamin D drops,Have you given baby vitamin D drops?,,choices,vitdyn_v1_,
Sleep Questionnaires/Sleep Disturbance,v1_main,wakeatnight_mom_v1,Baby typically wakes during the night,Does your baby typically wake during the night?,,choices,wakeatnight_mom_v1_,
Sleep Questionnaires/Sleep Habits,v1_main,waketime_mom_v1,Baby's usual time of waking up in the morning,What time does your baby usually wake up in the morning?,,text,,
Sleep Questionnaires/Sleep Habits,v1_main,waketimeyn_mom_v1,Baby's usual time of waking up in the morning,Does your baby have a usual time of waking up in the morning?,,choices,waketimeyn_mom_v1_,
Sleep Questionnaires/Sleep Habits,v1_main,waketofeed_mom_v1,Frequency of waking your baby during the night to feed him/her,How often do you wake your baby during the night to feed him/her?,,choices,waketofeed_mom_v1_,
Lifestyle and Behavioural Health,v1_main,walking_mom_v1,"Average hours per week spent walking, during the 12 months before this pregnancy (include walking for fun or exercise, walking to work or school)","During the 12 months before this pregnancy, on average, how many hours per week did you spend engaged in walking (include walking for fun or exercise, walking to work or school)?",,numeric,,hours
General Health,v1_main,waterdmghome_mom_v1,"Presence of water damage to the building or its contents (for example, from broken pipes, leaks, or a flood) since birth","Since your baby was born, has there been water damage to the building or its contents (for example, from broken pipes, leaks, or a flood)?",,choices,waterdmghome_mom_v1_,
Lifestyle and Behavioural Health,v1_main,yogurt_mom_v1,Average frequency of eating yogurt in the past 4 weeks - Mother,"In the past 4 weeks, on average, how often did you eat yogurt?",,choices,yogurt_mom_v1_,
Lifestyle and Behavioural Health,v2_dad,alcoholperday_f_v2,Number of drinks on the days drinking during the last 30 days - Father,"On the days that you drank during the last 30 days, how many drinks did you usually have each day? Count as a drink a can or bottle of beer; a wine cooler or a glass of wine, champagne, or sherry; a shot of liquor or a mixed drink or cocktail. A standard ",,choices,alcoholperday_f_v2_,
Sleep Questionnaires/Sleep Disturbance,v2_dad,babywake_f_v2,Level of problem caused by the baby's night wakings - Father,"On a scale of 1 to 5, with 1 being 'not at all a problem' and 5 being 'definitely a problem', how much of a problem for you are your baby's night wakings?",,choices,babywake_f_v2_,
Demographics/Acculturation,v2_dad,borncountry_f_v2,Country of birth,In what country were you born?,,choices,borncountry_f_v2_,
Demographics/Acculturation,v2_dad,borncountryother_f_v2,"If 'other' country of birth, specific country","If Other country, please specify:",,text,,
Medical History,v2_dad,chol_f_v2,Doctor diagnosed high Cholesterol - Father,Have you ever been told by your doctor that you have high Cholesterol?,,choices,chol_f_v2_,
General Health,v2_dad,coparent1_f_v2,My partner asks my opinion on issues related to parenting,My partner asks my opinion on issues related to parenting,,choices,coparent1_f_v2_,
General Health,v2_dad,coparent2_f_v2,My partner tells me I am doing a good job or otherwise lets me know I am being a good parent,My partner tells me I am doing a good job or otherwise lets me know I am being a good parent,,choices,coparent2_f_v2_,
General Health,v2_dad,coparent3_f_v2,We often discuss the best way to meet our child's needs,We often discuss the best way to meet our child's needs,,choices,coparent3_f_v2_,
General Health,v2_dad,coparent4_f_v2,My partner appreciates how hard I work at being a good parent,My partner appreciates how hard I work at being a good parent,,choices,coparent4_f_v2_,
General Health,v2_dad,coparent5_f_v2,"When I'm at my wits end as a parent, my partner gives me extra support I need","When I'm at my wits end as a parent, my partner gives me extra support I need",,choices,coparent5_f_v2_,
General Health,v2_dad,coparent6_f_v2,My partner makes me feel like I'm the best possible parent for our child,My partner makes me feel like I'm the best possible parent for our child,,choices,coparent6_f_v2_,
Lifestyle and Behavioural Health,v2_dad,daysalcoholdrinks_f_v2,Frequency drinking one or more drinks of an alcoholic beverage in the last 30 days - Father,"During the last 30 days, on how many days did you drink one or more drinks of an alcoholic beverage?",,numeric,,
General Health,v2_dad,depr1_f_v2,EPDS: I have blamed myself unnecessarily when things went wrong,I have blamed myself unnecessarily when things went wrong,In the past 7 days I have blamed myself unnecessarily when things went wrong<br><br>Item from the Edinburgh Postnatal Depression Scale (EPDS) [Schaper et al. (PMID: 7996526)](https://pubmed.ncbi.nlm.nih.gov/7996526/)<br><br>[Search for all EPDS variables within this dataset](https://sleepdata.org/datasets/shine/variables?search=epds),choices,depr1_f_v2_,
General Health,v2_dad,depr10_f_v2,EPDS: I have been anxious or worried for no good reason,I have been anxious or worried for no good reason,In the past 7 days I have been anxious or worried for no good reason<br><br>Item from the Edinburgh Postnatal Depression Scale (EPDS) [Schaper et al. (PMID: 7996526)](https://pubmed.ncbi.nlm.nih.gov/7996526/)<br><br>[Search for all EPDS variables within this dataset](https://sleepdata.org/datasets/shine/variables?search=epds),choices,depr10_f_v2_,
General Health,v2_dad,depr2_f_v2,EPDS: I have felt scared or panicky for no good reason,I have felt scared or panicky for no good reason,In the past 7 days I have felt scared or panicky for no good reason<br><br>Item from the Edinburgh Postnatal Depression Scale (EPDS) [Schaper et al. (PMID: 7996526)](https://pubmed.ncbi.nlm.nih.gov/7996526/)<br><br>[Search for all EPDS variables within this dataset](https://sleepdata.org/datasets/shine/variables?search=epds),choices,depr2_f_v2_,
General Health,v2_dad,depr3_f_v2,EPDS: Things have been overwhelming me,Things have been overwhelming me,,choices,depr3_f_v2_,
General Health,v2_dad,depr4_f_v2,EPDS: I have been so unhappy that I have had difficulty sleeping,I have been so unhappy that I have had difficulty sleeping,,choices,depr4_f_v2_,
General Health,v2_dad,depr5_f_v2,EPDS: I have felt sad or miserable,I have felt sad or miserable,In the past 7 days I have felt sad or miserable<br><br>Item from the Edinburgh Postnatal Depression Scale (EPDS) [Schaper et al. (PMID: 7996526)](https://pubmed.ncbi.nlm.nih.gov/7996526/)<br><br>[Search for all EPDS variables within this dataset](https://sleepdata.org/datasets/shine/variables?search=epds),choices,depr5_f_v2_,
General Health,v2_dad,depr6_f_v2,EPDS: I have been so unhappy that I have been crying,I have been so unhappy that I have been crying,In the past 7 days I have been so unhappy that I have been crying<br><br>Item from the Edinburgh Postnatal Depression Scale (EPDS) [Schaper et al. (PMID: 7996526)](https://pubmed.ncbi.nlm.nih.gov/7996526/)<br><br>[Search for all EPDS variables within this dataset](https://sleepdata.org/datasets/shine/variables?search=epds),choices,depr6_f_v2_,
General Health,v2_dad,depr7_f_v2,EPDS: The thought of harming myself has occurred to me,The thought of harming myself has occurred to me,In the past 7 days The thought of harming myself has occurred to me<br><br>Item from the Edinburgh Postnatal Depression Scale (EPDS) [Schaper et al. (PMID: 7996526)](https://pubmed.ncbi.nlm.nih.gov/7996526/)<br><br>[Search for all EPDS variables within this dataset](https://sleepdata.org/datasets/shine/variables?search=epds),choices,depr7_f_v2_,
General Health,v2_dad,depr8_f_v2,EPDS: I have been able to laugh and see the funny side of things,I have been able to laugh and see the funny side of things,In the past 7 days I have been able to laugh and see the funny side of things <br><br>Item from the Edinburgh Postnatal Depression Scale (EPDS) [Schaper et al. (PMID: 7996526)](https://pubmed.ncbi.nlm.nih.gov/7996526/)<br><br>[Search for all EPDS variables within this dataset](https://sleepdata.org/datasets/shine/variables?search=epds),choices,depr8_f_v2_,
General Health,v2_dad,depr9_f_v2,EPDS: I have looked forward with enjoyment to things,I have looked forward with enjoyment to things,In the past 7 days I have looked forward with enjoyment to things <br><br>Item from the Edinburgh Postnatal Depression Scale (EPDS) [Schaper et al. (PMID: 7996526)](https://pubmed.ncbi.nlm.nih.gov/7996526/)<br><br>[Search for all EPDS variables within this dataset](https://sleepdata.org/datasets/shine/variables?search=epds),choices,depr9_f_v2_,
Lifestyle and Behavioural Health,v2_dad,drinkcoffeetea_f_v2,"Average frequency of drinking iced or hot coffee or tea that contained caffeine, excluding decaffeinated coffee or tea,  over the last 4 weeks - Father","In the past 4 weeks, on average, how often did you drink iced or hot coffee or tea that contained caffeine? Do NOT include decaffeinated coffee or tea.",,choices,drinkcoffeetea_f_v2_,
Lifestyle and Behavioural Health,v2_dad,drinkenergy_f_v2,Average frequency of drinking energy drinks over the last 4 weeks - Father,"In the past 4 weeks, on average, how often did you drink energy drinks such as Red Bull, Monster, or Rockstar?",,choices,drinkenergy_f_v2_,
Lifestyle and Behavioural Health,v2_dad,drinkjuice_f_v2,Average frequency of drinking 100% pure fruit juices over the last 4 weeks - Father,"In the past 4 weeks, on average, how often did you drink 100% pure fruit juices such as orange, mango, apple, grape, and pineapple juices? Do NOT count punch, Kool-Aid®, Tampico, sports drinks, or Goya juice.",,choices,drinkjuice_f_v2_,
Lifestyle and Behavioural Health,v2_dad,drinkpunch_f_v2,"Average frequency of drinking punch, sweetened fruit drinks, sports drinks, Kool-Aid®, Tampico, lemonade, Hi-C, cranberry juice, Goya, or Vitamin Water excluding 100% fruit juice or diet drinks,  over the last 4 weeks - Father","In the past 4 weeks, on average, how often did you drink punch, sweetened fruit drinks, sports drinks, Kool-Aid®, Tampico, lemonade, Hi-C, cranberry juice, Goya, or Vitamin Water? Do NOT include 100% fruit juice or diet drinks.",,choices,drinkpunch_f_v2_,
Lifestyle and Behavioural Health,v2_dad,drinksodas_f_v2,"Average frequency of drinking any regular sodas or soft drinks, excluding diet sodas, over the last 4 weeks - Father","In the past 4 weeks, on average, how often did you drink any regular sodas or soft drinks, including Manzanita, Penafiel, Coke, Pepsi, Dr. Pepper, or Mountain Dew? Do NOT include diet sodas.",,choices,drinksodas_f_v2_,
Lifestyle and Behavioural Health,v2_dad,eatfastfood_f_v2,Average frequency of eating something from a fast food restaurant over the last 4 weeks - Father,"In the past 4 weeks, on average, how often did you eat something from a fast food restaurant? Examples: McDonald's, Burger King, Taco Bell, Dunkin Donuts, Chipoltle, Dominoes",,choices,eatfastfood_f_v2_,
Lifestyle and Behavioural Health,v2_dad,eatfruit_f_v2,"Average frequency of eating fruit (including fresh, frozen, or canned fruit) over the last 4 weeks - Father","In the past 4 weeks, on average, how often did you eat fruit (including fresh, frozen, or canned fruit)? Do NOT include fruit juice or dried fruits.",,choices,eatfruit_f_v2_,
Lifestyle and Behavioural Health,v2_dad,eatprocessedmeat_f_v2,Average frequency of eating any processed meat over the last 4 weeks - Father,"In the past 4 weeks, on average, how often did you eat any processed meat, such as bacon, lunch meats, or hot dogs? Include processed meats you had in sandwiches, soups, pizza, casseroles, and other mixtures. Processed meats are those preserved by smoking",,choices,eatprocessedmeat_f_v2_,
Lifestyle and Behavioural Health,v2_dad,eatsweets_f_v2,"Average frequency of eating how often did you eat doughnuts, sweet rolls, Danish, muffins, pan dulce, poptarts, cookies, brownies, pies, or cake, excluding sugar-free items, over the last 4 weeks - Father","In the past 4 weeks, on average, how often did you eat doughnuts, sweet rolls, Danish, muffins, pan dulce, poptarts, cookies, brownies, pies, or cake? Do NOT include sugar-free items.",,choices,eatsweets_f_v2_,
Lifestyle and Behavioural Health,v2_dad,eatveggies_f_v2,"Average frequency of eating vegetables (raw, cooked, canned, or frozen) over the last 4 weeks - Father","In the past 4 weeks, on average, how often did you eat vegetables (raw, cooked, canned, or frozen)? Examples: green beans, carrots, corn, cabbage, broccoli",,choices,eatveggies_f_v2_,
Administrative,v2_dad,elig_f_v2,Sleep in the same home as the child at least 1 night a week - Father,Do you sleep in the same home as your child at least 1 night a week?,,choices,elig_f_v2_,
Demographics/Employment,v2_dad,employment_f_v2,Employment over the last 6 months - Father,"In the past 6 months, were you mostly...?",,choices,employment_f_v2_,
Lifestyle and Behavioural Health,v2_dad,freqbaby1_f_v2,Frequency of being the one who gets up with the child when he/she wakes up during the night - Father,How often are you the one who get up with your child when he/she wakes up during the night?,,choices,freqbaby1_f_v2_,
Lifestyle and Behavioural Health,v2_dad,freqbaby2_f_v2,Frequency of being the one who soothes the child when he/she is upset - Father,How often are you the one who soothes your child when he/she is upset?,,choices,freqbaby2_f_v2_,
Lifestyle and Behavioural Health,v2_dad,freqbaby3_f_v2,Frequency of being the one who takes the child to the doctor - Father,How often are you the one who takes your child to the doctor?,,choices,freqbaby3_f_v2_,
Lifestyle and Behavioural Health,v2_dad,freqbaby4_f_v2,Frequency of being the one who stays home to care for the child when he/she is ill - Father,How often are you the one who stay home to care for your child when he/she is ill?,,choices,freqbaby4_f_v2_,
Lifestyle and Behavioural Health,v2_dad,freqbaby5_f_v2,Frequency of being the one who takes the child to or from the sitter or day care - Father,How often are you the one who take your child to or from the sitter or day care?,,choices,freqbaby5_f_v2_,
Lifestyle and Behavioural Health,v2_dad,hourswbaby_f_v2,Hours spent with the baby last week - Father,What is the total number of hours you spent with your baby last week? (hours/week),,numeric,,hours
Lifestyle and Behavioural Health,v2_dad,hourswbabynopartner_f_v2,Hours spent with the baby last week without partner being present - Father,What is the total number of hours you spent with your baby last week without your partner being present? (hours/week),,numeric,,hours
Medical History,v2_dad,htn_f_v2,Doctor diagnosed Hypertension (high blood pressure) - Father,Have you ever been told by your doctor that you have Hypertension (high blood pressure)?,,choices,htn_f_v2_,
Demographics/Employment,v2_dad,income_f_v2,Annual household income - Father,"What is your household annual income? Please include money from all sources such as salaries, tips, Social Security, Transitional ADFC (TADFC), retirement, and any other kind of income.",,choices,income_f_v2_,
Lifestyle and Behavioural Health,v2_dad,mildexercise_f_v2,Average weekly frequency of mild exercise - Father,"During a typical 7-day period (a week), how many times on the average do you do the following kinds of exercise for more than 15 minutes during your free time: MILD EXERCISE (MINIMAL EFFORT)  (e.g., yoga, archery, fishing from river bank, bowling, horseshoes, golf, snow-mobiling, easy walking)",,choices,mildexercise_f_v2_,
Lifestyle and Behavioural Health,v2_dad,modexercise_f_v2,Average weekly frequency of moderate exercise - Father,"During a typical 7-day period (a week), how many times on the average do you do the following kinds of exercise for more than 15 minutes during your free time: MODERATE EXERCISE (NOT EXHAUSTING)  (e.g., fast walking, baseball, tennis, easy bicycling, volleyball, badminton, easy swimming, alpine skiing, popular and folk dancing)",,choices,modexercise_f_v2_,
Sleep Questionnaires/Chronotype,v2_dad,morneven_f_v2,Morning or evening person - Father,One hears about morning and evening types of people. Which ONE of these types do you consider yourself to be?,,choices,morneven_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent1_f_v2,Baby has a bedtime routine - Father,My baby has a bedtime routine,,choices,sleepparent1_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent10_f_v2,I lie with my baby until s/he falls asleep - Father,I lie with my baby until s/he falls asleep,,choices,sleepparent10_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent2_f_v2,Baby goes to bed at about the same time each night - Father,My baby goes to bed at about the same time each night,,choices,sleepparent2_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent3_f_v2,Baby gets out of bed at about the same time each morning - Father,My baby gets out of bed at about the same time each morning,,choices,sleepparent3_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent4_f_v2,Baby sleeps in the same room or location each night - Father,My baby sleeps in the same room or location each night,,choices,sleepparent4_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent5_f_v2,Baby is put to bed after s/he is already asleep - Father,I put my baby to bed after s/he is already asleep,,choices,sleepparent5_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent6_f_v2,Baby sleeps at least some part of the night in my bed - Father,My baby sleeps at least some part of the night in my bed,,choices,sleepparent6_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent7_f_v2,I rock the baby to sleep - Father,I rock my baby to sleep,,choices,sleepparent7_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent8_f_v2,Baby falls asleep on his/her own after I have left the room - Father,My baby falls asleep on his/her own after I have left the room,,choices,sleepparent8_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepparent9_f_v2,I feed my baby each time s/he wakes at night - Father,I feed my baby each time s/he wakes at night,,choices,sleepparent9_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepquality_f_v2,Quality of typical night's sleep during the last 4 weeks - Father,"Overall, how was your typical night's sleep during the LAST 4 WEEKS?",,choices,sleepquality_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepwkday_f_v2,"Average hours of sleep per night on weekends or non-workdays, over the last 4 weeks - Father","Thinking back on the LAST 4 WEEKS, about how many hours of sleep per night did you usually get on weekdays or workdays?",,choices,sleepwkday_f_v2_,
Sleep Questionnaires/Sleep Habits,v2_dad,sleepwknd_f_v2,"Average hours of sleep per night on weekdays or workdays, over the last 4 weeks - Father","Thinking back on the LAST 4 WEEKS, about how many hours of sleep per night did you usually get on weekends or days off?",,choices,sleepwknd_f_v2_,
Lifestyle and Behavioural Health,v2_dad,smokecigs_f_v2,Currently smokes cigarettes - Father,Do you currently smoke cigarettes?,,choices,smokecigs_f_v2_,
Sleep Questionnaires/Sleep Disordered Breathing,v2_dad,snore_f_v2,Snoring frequency during the last  weeks - Father,"Thinking back on the LAST 4 WEEKS, how often did you snore?",,choices,snore_f_v2_,
Sleep Questionnaires/Sleep Disordered Breathing,v2_dad,stopbreathe_f_v2,"Frequency stop breathing during sleep, during the last 4 weeks - Father","Thinking back on the LAST 4 WEEKS, how often did you stop breathing during your sleep?",,choices,stopbreathe_f_v2_,
Lifestyle and Behavioural Health,v2_dad,strexercise_f_v2,Average weekly frequency of strenuous exercise - Father,"During a typical 7-day period (a week), how many times on the average do you do the following kinds of exercise for more than 15 minutes during your free time: STRENUOUS EXERCISE (HEART BEATS RAPIDLY) (e.g., running, jogging, hockey, football, soccer, squash, basketball, cross country skiing, judo, roller skating, vigorous swimming, vigorous long distance bicycling)",,choices,strexercise_f_v2_,
Medical History,v2_dad,t1d_f_v2,Doctor diagnosed Type I Diabetes - Father,Have you ever been told by your doctor that you have Type I Diabetes?,,choices,t1d_f_v2_,
Medical History,v2_dad,t2d_f_v2,Doctor diagnosed Type II Diabetes - Father,Have you ever been told by your doctor that you have Type II Diabetes?,,choices,t2d_f_v2_,
Demographics/Acculturation,v2_dad,timeinus5yrs_f_v2,Number of years lived in the United States (if over 5) - Father,"If you have lived in the United States for more than 5 years, please write in how many years",,text,,
Demographics/Acculturation,v2_dad,timeinusyrs_f_v2,Number of years lived in the United States - Father,"In total, how many YEARS have you lived in the United States?",,choices,timeinusyrs_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby1_f_v2,Frequency of changing the child's diaper in the past month - Father,"In the past month, how often did you change your child's diaper?",,choices,timewbaby1_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby10_f_v2,Frequency of dressing the child in the past month - Father,"In the past month, how often did you dress your child?",,choices,timewbaby10_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby2_f_v2,Frequency of preparing meals or bottles for the child in the past month - Father,"In the past month, how often did you prepare meals or bottles for your child?",,choices,timewbaby2_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby3_f_v2,Frequency of feeding the child or giving the child a bottle in the past month - Father,"In the past month, how often did you feed your child or give your child a bottle?",,choices,timewbaby3_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby4_f_v2,Frequency of playing peek-a-boo with the child in the past month - Father,"In the past month, how often did you play peek-a-boo with your child?",,choices,timewbaby4_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby5_f_v2,Frequency of holding him/her in the past month - Father,"In the past month, how often did you hold him/her?",,choices,timewbaby5_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby6_f_v2,"Frequency of doing things like tickling the child, blowing on his/her belly, or moving his/her arms and legs around in a playful way in the past month - Father","In the past month, how often did you do things like tickle your child, blow on his/her belly, or move his/her arms and legs around in a playful way?",,choices,timewbaby6_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby7_f_v2,Frequency of putting the child to sleep in the past month - Father,"In the past month, how often did you put your child to sleep?",,choices,timewbaby7_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby8_f_v2,Frequency of washing or bathing the child in the past month - Father,"In the past month, how often did you wash or bathe your child?",,choices,timewbaby8_f_v2_,
Lifestyle and Behavioural Health,v2_dad,timewbaby9_f_v2,"Frequency of taking the child outside for a walk or to play in the yard, a park, or a playground in the past month - Father","In the past month, how often did you take your child outside for a walk or to play in the yard, a park, or a playground?",,choices,timewbaby9_f_v2_,
